system,r_A,U,force_column
CO2,2.585255198,8.831731747,20.20475875
CO2,2.60529206,8.439012257,19.02080136
CO2,2.625328922,8.068461224,17.99064046
CO2,2.645365784,7.71895302,16.89608178
CO2,2.665402647,7.391364242,15.80273046
CO2,2.685439509,7.085670698,14.71058648
CO2,2.705476371,6.801848196,13.61964985
CO2,2.725513233,6.539872544,12.52992058
CO2,2.745550095,6.291834524,12.23058236
CO2,2.765586957,6.050624819,11.82394221
CO2,2.785623819,5.818889569,11.28487985
CO2,2.805660681,5.5992821,10.61339528
CO2,2.825697543,5.394455738,9.809488497
CO2,2.845734405,5.20018059,9.614746348
CO2,2.865771267,5.009755937,9.376879177
CO2,2.885808129,4.825047572,9.044169155
CO2,2.905844991,4.647955849,8.61661628
CO2,2.925881853,4.480381121,8.094220553
CO2,2.945918715,4.320304511,7.920209092
CO2,2.965955577,4.163258017,7.747534949
CO2,2.985992439,4.010153059,7.526780604
CO2,3.006029301,3.861953014,7.257946056
CO2,3.026066163,3.719621258,6.941031307
CO2,3.046103025,3.58212928,6.809605272
CO2,3.066139887,3.446913908,6.681233748
CO2,3.086176749,3.314620689,6.517927556
CO2,3.106213611,3.185949605,6.319686695
CO2,3.126250473,3.061600636,6.086511166
CO2,3.146287335,2.941066923,5.966837693
CO2,3.166324197,2.822581676,5.856095609
CO2,3.186361059,2.706543386,5.72259215
CO2,3.206397921,2.59340812,5.566327316
CO2,3.226434783,2.483631944,5.387301108
CO2,3.246471645,2.37687488,5.288443961
CO2,3.266508507,2.271717677,5.206080406
CO2,3.286545369,2.168321986,5.112616911
CO2,3.306582231,2.066910214,5.008053478
CO2,3.326619093,1.967704769,4.892390106
CO2,3.346655955,1.870614214,4.808837563
CO2,3.366692817,1.774960234,4.738997831
CO2,3.386729679,1.680703526,4.669367375
CO2,3.406766541,1.587839897,4.599946195
CO2,3.426803403,1.496365154,4.530734293
CO2,3.446840265,1.406426056,4.440755045
CO2,3.466877127,1.318401559,4.346346906
CO2,3.486913989,1.232217839,4.257015981
CO2,3.506950851,1.147773165,4.17276227
CO2,3.526987713,1.064965805,4.093585773
CO2,3.547024575,0.9841252204,3.955663945
CO2,3.567061437,0.906458722,3.799202628
CO2,3.587098299,0.8317766334,3.657772012
CO2,3.607135161,0.7597777866,3.531372098
CO2,3.627172023,0.6901610133,3.420002885
CO2,3.647208885,0.6229192472,3.276209774
CO2,3.667245747,0.5589443794,3.110109897
CO2,3.687282609,0.498261421,2.947624445
CO2,3.707319471,0.4407979503,2.788753417
CO2,3.727356333,0.3864815457,2.633496813
CO2,3.747393195,0.3351527883,2.495403716
CO2,3.767430057,0.2865372866,2.354486131
CO2,3.787466919,0.2409086207,2.197269617
CO2,3.807503781,0.1985933702,2.023754173
CO2,3.827540643,0.1599181143,1.833939799
CO2,3.847577505,0.1247844146,1.704544605
CO2,3.867614367,0.09145027172,1.619747808
CO2,3.887651229,0.05999488272,1.517014855
CO2,3.907688091,0.03077763185,1.396345747
CO2,3.927724953,0.004157903386,1.257740484
CO2,3.947761815,-0.0198922858,1.176375824
CO2,3.967798677,-0.0432087678,1.147970366
CO2,3.987835539,-0.06577501315,1.101490182
CO2,4.007872401,-0.08722886108,1.036935273
CO2,4.027909263,-0.1072081508,0.9543056377
CO2,4.047946125,-0.1255832419,0.9026424654
CO2,4.067982987,-0.1435870367,0.8927431253
CO2,4.088019849,-0.1612913907,0.8727534624
CO2,4.108056711,-0.1784941253,0.8426734768
CO2,4.128093573,-0.1949930622,0.8025031683
CO2,4.148130435,-0.2106864687,0.7753270571
CO2,4.168167297,-0.2261961218,0.7721393837
CO2,4.188204159,-0.2416030999,0.7650784368
CO2,4.208241021,-0.2568297946,0.7541442163
CO2,4.228277883,-0.2717985976,0.7393367222
CO2,4.248314745,-0.2864637082,0.7286384067
CO2,4.268351607,-0.3010528442,0.7272285423
CO2,4.288388469,-0.3155919302,0.7236426135
CO2,4.308425331,-0.3300373648,0.7178806203
CO2,4.328462193,-0.3443455463,0.7099425626
CO2,4.348499055,-0.3584846027,0.7030915556
CO2,4.368535917,-0.3725498054,0.7006925291
CO2,4.388572779,-0.3865580068,0.6974019009
CO2,4.408609641,-0.4004913418,0.6932196709
CO2,4.428646503,-0.4143319456,0.6881458391
CO2,4.448683365,-0.4280655051,0.6832932209
CO2,4.468720227,-0.4417288742,0.6805525949
CO2,4.488757089,-0.4553386862,0.6779473632
CO2,4.508793951,-0.468897654,0.6754775258
CO2,4.528830813,-0.4824084905,0.6731430827
CO2,4.548867675,-0.4958720272,0.6702956652
CO2,4.568904537,-0.5092621119,0.666380228
CO2,4.588941399,-0.5225816065,0.6632496413
CO2,4.608978261,-0.535846237,0.6609039053
CO2,4.629015123,-0.5490717292,0.6593430198
CO2,4.649051985,-0.5622682033,0.6563108456
CO2,4.669088847,-0.5753277221,0.6474279481
CO2,4.689125709,-0.5882206456,0.6396819615
CO2,4.709162571,-0.6009697539,0.6330728856
CO2,4.729199433,-0.6135978271,0.6276007205
CO2,4.749236295,-0.6261204374,0.6198372893
CO2,4.769273157,-0.6383455637,0.6007445589
CO2,4.789310019,-0.650207264,0.5835615487
CO2,4.809346881,-0.661743803,0.5682882586
CO2,4.829383743,-0.6729934457,0.5549246885
CO2,4.849420605,-0.6839931489,0.5427025401
CO2,4.869457467,-0.6947177064,0.5278685351
CO2,4.889494329,-0.7051503466,0.5135645082
CO2,4.909531191,-0.7153016885,0.4997904593
CO2,4.929568053,-0.7251823512,0.4865463885
CO2,4.949604915,-0.7348035422,0.4742693919
CO2,4.969641777,-0.7442117497,0.4647194115
CO2,4.989678639,-0.7534225279,0.4545627858
CO2,5.009715501,-0.7624237216,0.4437995148
CO2,5.029752363,-0.7712031754,0.4324295984
CO2,5.049789225,-0.7797489116,0.420639887
CO2,5.069826087,-0.788074073,0.4103419753
CO2,5.089862949,-0.7961927348,0.400027913
CO2,5.109899811,-0.8041045733,0.3896977003
CO2,5.129936673,-0.811809265,0.3793513369
CO2,5.149973535,-0.8193064216,0.3688762069
CO2,5.170010397,-0.8265760131,0.3568423794
CO2,5.190047259,-0.8336103049,0.3453895176
CO2,5.210084121,-0.8404209376,0.3345176213
CO2,5.230120983,-0.8470195519,0.3242266907
CO2,5.250157845,-0.8534177764,0.3144521273
CO2,5.270194707,-0.8595890666,0.301495788
CO2,5.290231569,-0.8654980015,0.2882648632
CO2,5.310268431,-0.8711390792,0.274759353
CO2,5.330305293,-0.876506798,0.2609792572
CO2,5.350342155,-0.881595656,0.246924576
CO2,5.370379017,-0.8864206593,0.234510579
CO2,5.390415879,-0.8909844011,0.220800008
CO2,5.410452741,-0.8952599617,0.2057454887
CO2,5.430489603,-0.8992204128,0.1893470211
CO2,5.450526465,-0.9028388258,0.1716046052
CO2,5.470563327,-0.9062040386,0.1647616437
CO2,5.490600189,-0.9094323358,0.1572363783
CO2,5.510637051,-0.912495557,0.1482844202
CO2,5.530673913,-0.9153651159,0.1379057694
CO2,5.550710775,-0.918012426,0.1261004259
CO2,5.570747637,-0.920504377,0.1234258573
CO2,5.590784499,-0.9229512701,0.1206051255
CO2,5.610821361,-0.9253291314,0.1165353787
CO2,5.630858223,-0.9276129346,0.1112166169
CO2,5.650895085,-0.9297776533,0.1046488401
CO2,5.670931947,-0.9318413846,0.1019387168
CO2,5.690968809,-0.9338628013,0.09980935287
CO2,5.711005671,-0.9358402468,0.09754968794
CO2,5.731042533,-0.9377711103,0.09515972198
CO2,5.751079395,-0.939652781,0.092639455
CO2,5.771116257,-0.9414728405,0.08889752104
CO2,5.791153119,-0.9432191286,0.08551957832
CO2,5.811189981,-0.9449043185,0.08279893535
CO2,5.831226843,-0.9465415804,0.08073559214
CO2,5.851263705,-0.9481440845,0.07932954868
CO2,5.871300567,-0.9496728155,0.07202243361
CO2,5.891337429,-0.9510329758,0.06390294196
CO2,5.911374291,-0.952240039,0.05674087947
CO2,5.931411153,-0.9533131888,0.05053624615
CO2,5.951448015,-0.9542716092,0.04528904199
CO2,5.971484877,-0.955063442,0.03161403731
CO2,5.991521739,-0.9555399249,0.01617629227
CO2,6.011558601,-0.9557208909,0.002116707302
CO2,6.031595463,-0.9556339539,-0.0105647176
CO2,6.051632325,-0.955306728,-0.02186798242
CO2,6.071669187,-0.9547576504,-0.0331607101
CO2,6.091706049,-0.9539791689,-0.04448160525
CO2,6.111742911,-0.9529776159,-0.05542683177
CO2,6.131779773,-0.9517605184,-0.06599638965
CO2,6.151816635,-0.9503354038,-0.0761902789
CO2,6.171853497,-0.9487189479,-0.08470476116
CO2,6.191890359,-0.9469416942,-0.09273324881
CO2,6.211927221,-0.9450011942,-0.1009993626
CO2,6.231964083,-0.9428926866,-0.1095031026
CO2,6.252000945,-0.94061141,-0.1182444687
CO2,6.272037807,-0.9381519287,-0.1273425057
CO2,6.292074669,-0.9355052742,-0.1369088342
CO2,6.312111531,-0.9326625643,-0.1469119802
CO2,6.332148393,-0.9296150466,-0.1573519438
CO2,6.352185255,-0.9263539685,-0.1682287251
CO2,6.372222117,-0.9228760136,-0.1786531038
CO2,6.392258979,-0.9191926244,-0.1891229496
CO2,6.412295841,-0.9152925533,-0.2002814416
CO2,6.432332703,-0.9111620018,-0.2121285797
CO2,6.452369565,-0.9067871717,-0.2246643641
CO2,6.472406427,-0.9021783381,-0.2336186173
CO2,6.492443289,-0.8974345263,-0.2400242559
CO2,6.512480151,-0.8925542858,-0.2472363841
CO2,6.532517013,-0.8875214571,-0.255255002
CO2,6.552553875,-0.8823198808,-0.2640801094
CO2,6.572590737,-0.8769521544,-0.2701339478
CO2,6.592627599,-0.8715051658,-0.2736847765
CO2,6.612664461,-0.8659796993,-0.2779672938
CO2,6.632701323,-0.8603610943,-0.2829814994
CO2,6.652738185,-0.8546346899,-0.2887273936
CO2,6.672775047,-0.8487992017,-0.2925059232
CO2,6.692811909,-0.8429156567,-0.2950992126
CO2,6.712848771,-0.8369601309,-0.2996907757
CO2,6.732885633,-0.8308925849,-0.3062806125
CO2,6.752922495,-0.8246729798,-0.3148687231
CO2,6.772959357,-0.8182793377,-0.3213601614
CO2,6.792996219,-0.8118204561,-0.3233366381
CO2,6.813033081,-0.8053221594,-0.3252944245
CO2,6.833069943,-0.798784822,-0.3272335204
CO2,6.853106805,-0.7922088184,-0.3291539259
CO2,6.873143667,-0.7855944488,-0.331048925
CO2,6.893180529,-0.77894733,-0.3322887322
CO2,6.913217391,-0.772284467,-0.3326204454
CO2,6.933254253,-0.7656240551,-0.3320440645
CO2,6.953291115,-0.7589842899,-0.3305595895
CO2,6.973327977,-0.7523796245,-0.3291683225
CO2,6.993364839,-0.7457896432,-0.3284348164
CO2,7.013401701,-0.7392253365,-0.3266055925
CO2,7.033438563,-0.7327086591,-0.3236806509
CO2,7.053475425,-0.7262615657,-0.3196599915
CO2,7.073512287,-0.7199017372,-0.315855224
CO2,7.093549149,-0.7135853732,-0.3147227188
CO2,7.113586011,-0.7072854754,-0.3142116369
CO2,7.133622873,-0.7009895923,-0.3143219782
CO2,7.153659735,-0.6946852727,-0.3150537428
CO2,7.173696597,-0.6883614336,-0.3159356726
CO2,7.193733459,-0.682031177,-0.3159301729
CO2,7.213770321,-0.6757007439,-0.3159532882
CO2,7.233807183,-0.669369561,-0.3160050185
CO2,7.253844045,-0.6630370549,-0.3160853638
CO2,7.273880907,-0.6567025354,-0.3162381363
CO2,7.293917769,-0.6503637283,-0.3164577628
CO2,7.313954631,-0.6440216417,-0.3165654802
CO2,7.333991493,-0.637678518,-0.3165612884
CO2,7.354028355,-0.6313365995,-0.3164451875
CO2,7.374065217,-0.6249984017,-0.316094123
CO2,7.394102079,-0.6186728741,-0.315307829
CO2,7.414138941,-0.6123623258,-0.3145989455
CO2,7.434175803,-0.6060652058,-0.3139674725
CO2,7.454212665,-0.5997799629,-0.31341341
CO2,7.474249527,-0.5935054047,-0.3127395638
CO2,7.494286389,-0.5872537067,-0.3113097039
CO2,7.514323251,-0.5810288796,-0.31005741
CO2,7.534360113,-0.5748273657,-0.3089826822
CO2,7.554396975,-0.5686456069,-0.3080855205
CO2,7.574433837,-0.5624800202,-0.3073826474
CO2,7.594470699,-0.5563268288,-0.3067831813
CO2,7.614507561,-0.5501869292,-0.3060559152
CO2,7.634544423,-0.5440628821,-0.3052008494
CO2,7.654581285,-0.5379572482,-0.3042179836
CO2,7.674618147,-0.5318724841,-0.3032064387
CO2,7.694655009,-0.5257999666,-0.3029036894
CO2,7.714691871,-0.519734985,-0.3024542482
CO2,7.734728733,-0.5136804783,-0.301858115
CO2,7.754765595,-0.5076393859,-0.3011152898
CO2,7.774802457,-0.5016146197,-0.3002669318
CO2,7.794839319,-0.4956011179,-0.2999999397
CO2,7.814876181,-0.4895915833,-0.2998709362
CO2,7.834913043,-0.4835832511,-0.2998799213
CO2,7.854949905,-0.4775733565,-0.3000268951
CO2,7.874986767,-0.4715591367,-0.3003040942
CO2,7.895023629,-0.4655411237,-0.3003927989
CO2,7.915060491,-0.4595211691,-0.3004979019
CO2,7.935097353,-0.4534989442,-0.3006194032
CO2,7.955134216,-0.4474741206,-0.3007573026
CO2,7.975171078,-0.4414463696,-0.3009116004
CO2,7.99520794,-0.435404915,-0.3020573203
CO2,8.015244802,-0.429344877,-0.3027549912
CO2,8.035281664,-0.4232754653,-0.3029929707
CO2,8.055318526,-0.4172058906,-0.3027712588
CO2,8.075355388,-0.4111453637,-0.3020898554
CO2,8.09539225,-0.4051015367,-0.3011868977
CO2,8.115429112,-0.3990754494,-0.300319033
CO2,8.135465974,-0.3930664011,-0.299486132
CO2,8.155502836,-0.3870736913,-0.2986881947
CO2,8.175539698,-0.3810966193,-0.2979252211
CO2,8.19557656,-0.3751591934,-0.2945457674
CO2,8.215613422,-0.3692908552,-0.2912694201
CO2,8.235650284,-0.3634844995,-0.2883589334
CO2,8.255687146,-0.3577327954,-0.2858143071
CO2,8.275724008,-0.3520284122,-0.2836355414
CO2,8.29576087,-0.3463624872,-0.2819649086
CO2,8.315797732,-0.3407282262,-0.2804435855
CO2,8.335834594,-0.3351233097,-0.2790358516
CO2,8.355871456,-0.3295454618,-0.277741707
CO2,8.375908318,-0.3239924065,-0.2765611517
CO2,8.39594518,-0.3184617245,-0.2755014639
CO2,8.415982042,-0.3129518244,-0.2744798691
CO2,8.436018904,-0.3074620942,-0.2734881874
CO2,8.456055766,-0.3019919345,-0.2725264188
CO2,8.476092628,-0.2965407459,-0.2715945632
CO2,8.49612949,-0.2911097485,-0.2703858722
CO2,8.516166352,-0.2857101843,-0.2684575793
CO2,8.536203214,-0.2803564469,-0.2658116131
CO2,8.556240076,-0.2750629163,-0.2624479736
CO2,8.576276938,-0.2698439725,-0.2583666608
CO2,8.5963138,-0.2646989918,-0.2556255231
CO2,8.616350662,-0.2595972459,-0.2536498041
CO2,8.636387524,-0.2545327243,-0.2519099416
CO2,8.656424386,-0.2495007012,-0.2504059357
CO2,8.676461248,-0.2444964507,-0.2491377862
CO2,8.69649811,-0.2395136985,-0.2483270786
CO2,8.716534972,-0.2345426676,-0.2479161377
CO2,8.736571834,-0.2295765854,-0.2478331261
CO2,8.756608696,-0.2246088811,-0.2480780437
CO2,8.776645558,-0.2196329841,-0.2486508905
CO2,8.79668242,-0.2146397781,-0.249852684
CO2,8.816719282,-0.2096233649,-0.2507725387
CO2,8.836756144,-0.2045941244,-0.2511330615
CO2,8.856793006,-0.1995632637,-0.2509342524
CO2,8.876829868,-0.1945419902,-0.2501761114
CO2,8.89686673,-0.1895519042,-0.2473075613
CO2,8.916903592,-0.1846337154,-0.2436344244
CO2,8.936940454,-0.1797874473,-0.2401287178
CO2,8.956977316,-0.1750097451,-0.2367904414
CO2,8.977014178,-0.1702972542,-0.2336195953
CO2,8.99705104,-0.1656683189,-0.2270862495
CO2,9.017087902,-0.161202503,-0.2187650605
CO2,9.037124764,-0.1568979297,-0.2109916475
CO2,9.057161626,-0.1527436234,-0.2037660106
CO2,9.077198488,-0.1487286083,-0.1970881498
CO2,9.09723535,-0.1448293005,-0.1931266805
CO2,9.117272212,-0.1409823138,-0.1908522066
CO2,9.137309074,-0.1371816251,-0.1885053825
CO2,9.157345936,-0.1334286843,-0.1860862081
CO2,9.177382798,-0.129724941,-0.1835946834
CO2,9.19741966,-0.1260672765,-0.1818801323
CO2,9.217456522,-0.1224340246,-0.1807446349
CO2,9.237493384,-0.1188254484,-0.1794171075
CO2,9.257530246,-0.1152453955,-0.1778975502
CO2,9.277567108,-0.1116977136,-0.176185963
CO2,9.29760397,-0.1081865217,-0.1742023858
CO2,9.317640832,-0.1047219456,-0.1714827105
CO2,9.337677694,-0.1013199858,-0.1679522807
CO2,9.357714556,-0.09799688728,-0.1636110964
CO2,9.377751418,-0.09476889492,-0.1584591575
CO2,9.39778828,-0.09164561911,-0.1539717834
CO2,9.417825142,-0.08859037114,-0.1509834168
CO2,9.437862004,-0.08559545268,-0.1479499315
CO2,9.457898866,-0.08266176777,-0.1448713277
CO2,9.477935728,-0.07979022043,-0.1417476052
CO2,9.49797259,-0.07697628916,-0.1398729453
CO2,9.518009452,-0.07417451668,-0.1397917666
CO2,9.538046314,-0.07137419593,-0.1397280384
CO2,9.558083176,-0.06857497728,-0.1396817605
CO2,9.578120038,-0.06577651106,-0.139652933
CO2,9.5981569,-0.0629786997,-0.1395758862
CO2,9.618193762,-0.06018365092,-0.1394202746
CO2,9.638230624,-0.05739139006,-0.1392976073
CO2,9.658267486,-0.05460125701,-0.1392078842
CO2,9.678304348,-0.05181259169,-0.1391511054
CO2,9.69834121,-0.04902249251,-0.1396237813
CO2,9.718378072,-0.04625060425,-0.1357330792
CO2,9.738414934,-0.04363614079,-0.1239102629
CO2,9.758451796,-0.0413380368,-0.1041553325
CO2,9.778488658,-0.03951522696,-0.07646828809
CO2,9.79852552,-0.03829139756,-0.05251700887
CO2,9.818562382,-0.03723988251,-0.05244630384
CO2,9.838599244,-0.0361894682,-0.05240713885
CO2,9.858636106,-0.03513952264,-0.05239951392
CO2,9.878672968,-0.03408941388,-0.05242342904
CO2,9.89870983,-0.03304071841,-0.0516745442
CO2,9.918746692,-0.03202592275,-0.04993727179
CO2,9.938783554,-0.03102676474,-0.0501136567
CO2,9.958820416,-0.03000490068,-0.05220369893
CO2,9.978857278,-0.02892198688,-0.05620739848
CO2,9.99889414,-0.02772331922,-0.06915239557
CO2,10.018931,-0.02601463599,-0.09948319723
CO2,10.03896786,-0.02381353375,-0.1183037066
CO2,10.05900473,-0.02135064262,-0.1256139235
CO2,10.07904159,-0.01885659276,-0.1214138482
CO2,10.09907845,-0.01655464865,-0.1096321705
CO2,10.11911531,-0.01435593267,-0.1098141047
CO2,10.13915217,-0.01215482299,-0.1098710991
CO2,10.15918904,-0.00995382303,-0.1098031539
CO2,10.1792259,-0.007755436176,-0.1096102689
CO2,10.19926276,-0.005569110855,-0.1047607025
CO2,10.21929962,-0.003753610742,-0.07718986199
CO2,10.23933648,-0.002446389377,-0.05402633619
CO2,10.25937335,-0.001559138004,-0.03527012512
CO2,10.27941021,-0.001003547865,-0.02092122877
CO2,10.29944707,-0.0006903851287,-0.01177681394
CO2,10.31948393,-0.0004667166787,-0.01045781385
CO2,10.33952079,-0.0002749510451,-0.008592401494
CO2,10.35955766,-0.0001260366151,-0.006180576871
CO2,10.37959452,-3.092177576e-05,-0.003222339981
CO2,10.39963138,-3.367674914e-07,-4.00952659e-06
CO2,10.41966824,-2.5003171e-07,-4.535853877e-06
CO2,10.4397051,-1.594968418e-07,-4.388736363e-06
CO2,10.45974197,-7.865660713e-08,-3.568174048e-06
CO2,10.47977883,-2.100472664e-08,-2.07416693e-06
CO2,10.49981569,1.094745599e-11,-2.696359268e-08
CO2,10.51985255,5.79949873e-09,-4.839900891e-07
CO2,10.53988941,1.672784444e-08,-5.399974631e-07
CO2,10.55992628,2.476081976e-08,-1.949857148e-07
CO2,10.57996314,2.186325989e-08,5.510451558e-07
CO2,10.6,0.0,1.698095149e-06
