iteration,loss,learning_rate,vacf_rmse,full_vacf_rmse,regularization,memory_second_diff,filter_first_diff,filter_second_diff,filter_tail,filter_norm
135,0.0005911959096276533,0.003,0.024314520551054535,0.024326686936880212,0.0,0.00025231096895118746,1.6464110801673718e-06,8.774107818812991e-07,0.0,1.0006293667838768
136,0.0005842725022846013,0.003,0.024171729402022547,0.024183824338682366,0.0,0.0002520855710767913,1.6460682206642588e-06,8.774103614207275e-07,0.0,1.0013229535151256
137,0.0005899277305705052,0.003,0.024288427914760255,0.024300581244474883,0.0,0.0002527829642909538,1.6456054302537473e-06,8.774098714065498e-07,0.0,1.002935959546814
138,0.0006057851189578255,0.003,0.02461270239038829,0.024625017979045084,0.0,0.00025441141360158453,1.6451526644605212e-06,8.774094922693597e-07,0.0,1.004722848865778
139,0.0006233875385204043,0.003,0.024967729943276867,0.024980223178956484,0.0,0.0002562248187236649,1.644904062762316e-06,8.774093777003822e-07,0.0,1.005738540451982
140,0.0006310568215031834,0.003,0.02512084436286295,0.025133414213218158,0.0,0.00025725987967283666,1.6449978721773774e-06,8.774095640023782e-07,0.0,1.0055916413026256
141,0.0006227220484726836,0.003,0.024954399381124835,0.024966885946520242,0.0,0.00025710971212243095,1.6454308838810333e-06,8.774099975904741e-07,0.0,1.004667462223722
142,0.0006037205436339861,0.003,0.02457072533797051,0.024583019922346575,0.0,0.0002561675128440457,1.6460582687131467e-06,8.77410581985821e-07,0.0,1.0036602828768815
143,0.000583978929606711,0.003,0.024165655993717842,0.02417774789139408,0.0,0.0002551432687919506,1.6466685864476307e-06,8.774111800623801e-07,0.0,1.0029525015861538
144,0.0005733985409514939,0.003,0.023945741603706782,0.02395772346165134,0.0,0.0002544246034009788,1.6470879234818006e-06,8.774116325846673e-07,0.0,1.0024560773079103
145,0.0005751292954358162,0.003,0.023981853461228057,0.02399385338865461,0.0,0.00025392075721330425,1.6472624717257277e-06,8.77411854356616e-07,0.0,1.0019525625483583
146,0.0005796490857902239,0.003,0.02407590259554611,0.024087949582837664,0.0,0.00025341054840591007,1.6472490603603254e-06,8.774118927532167e-07,0.0,1.0014699773740052
147,0.0005777214510976468,0.003,0.024035836808766337,0.024047863748127302,0.0,0.00025292250871725147,1.6471166223509594e-06,8.774118443177145e-07,0.0,1.0013296876411932
148,0.0005731908402811292,0.003,0.023941404308877312,0.02395338399654661,0.0,0.00025278019025173687,1.6468834750538503e-06,8.774117627690841e-07,0.0,1.0018589323369087
149,0.0005747373492969759,0.003,0.023973680345265636,0.023985676183066733,0.0,0.00025331309981802317,1.6465660120556744e-06,8.774116898987912e-07,0.0,1.003031567559323
150,0.0005850225660380046,0.003,0.024187239735819478,0.02419934243346742,0.0,0.0002544978968322609,1.6462489714851098e-06,8.77411709940637e-07,0.0,1.004381092619299
