iteration,loss,learning_rate,vacf_rmse,full_vacf_rmse,regularization,memory_second_diff,filter_first_diff,filter_second_diff,filter_tail,filter_norm
115,0.0030310212073959477,0.003,0.055054711037257724,0.05508225905551266,0.0,0.00022503468316885733,1.0776945700305824e-06,2.90706193365374e-07,0.0,0.9714587672607915
116,0.002976553304195292,0.003,0.05455779783124766,0.054585097206401714,0.0,0.00022400541183920607,1.0781828228061613e-06,2.907116265139936e-07,0.0,0.9704047215446381
117,0.002919579581560731,0.003,0.05403313410825557,0.054060170954635126,0.0,0.00022303548589505003,1.0786539165419267e-06,2.9071689787938375e-07,0.0,0.9694109113852943
118,0.002861633410652699,0.003,0.05349423717235997,0.05352100436801668,0.0,0.00022212381506423796,1.0791125610376082e-06,2.907220302176021e-07,0.0,0.9684745141453742
119,0.002804299287260011,0.003,0.052955635085040864,0.05298213277750967,0.0,0.00022126731584665125,1.0795619307739208e-06,2.907270451505094e-07,0.0,0.9675914917011142
120,0.002749070553916957,0.003,0.05243157973890313,0.0524578152070142,0.0,0.00022046185854253346,1.0800041067016142e-06,2.9073196359558067e-07,0.0,0.9667575683896806
121,0.002697217092325605,0.003,0.05193473878172109,0.051960725642882816,0.0,0.00021970316426827018,1.0804405658098778e-06,2.9073680628701984e-07,0.0,0.9659690761144469
122,0.002649678031607077,0.003,0.05147502337645975,0.05150078020738177,0.0,0.0002189875665936173,1.080872651444775e-06,2.9074159425062353e-07,0.0,0.9652235846217352
123,0.0026069914392886453,0.003,0.05105870581290369,0.05108425432879464,0.0,0.00021831256861923407,1.0813019645465008e-06,2.9074634911205687e-07,0.0,0.9645202611378151
124,0.002569268217630648,0.003,0.05068794943209528,0.05071331243064622,0.0,0.00021767715023283938,1.0817306324005656e-06,2.9075109315413975e-07,0.0,0.9638599360021659
125,0.0025362120448064475,0.003,0.050360818547819965,0.05038601785815237,0.0,0.00021708180937958515,1.0821614332413838e-06,2.907558490848748e-07,0.0,0.9632448855761941
126,0.0025071820127121496,0.003,0.05007176861977365,0.05009682329665791,0.0,0.00021652835180225943,1.08259777739943e-06,2.907606395251351e-07,0.0,0.9626783761316372
127,0.00248129003507135,0.003,0.049812548971833896,0.049837473941605724,0.0,0.00021601947183094483,1.083043564498685e-06,2.9076548626571973e-07,0.0,0.9621640386417997
128,0.0024575212394302745,0.003,0.049573392454322456,0.04959819775607704,0.0,0.00021555818886031462,1.0835029488282616e-06,2.90770409373198e-07,0.0,0.9617051614256427
129,0.0024348625536725695,0.003,0.04934432645879939,0.04936901714158482,0.0,0.00021514721763394264,1.0839800505316518e-06,2.9077542624037354e-07,0.0,0.9613039937504174
130,0.002412423002351097,0.003,0.04911642293928882,0.04914099958477939,0.0,0.00021478835419253033,1.0844786492822476e-06,2.907805506800603e-07,0.0,0.9609611484804599
131,0.002389529581054317,0.003,0.04888281478243982,0.04890727453617585,0.0,0.00021448195348983666,1.0850018912397723e-06,2.90785792151069e-07,0.0,0.960675176665084
132,0.002365785641106065,0.003,0.04863934252337366,0.0486636804496019,0.0,0.00021422656049140004,1.085552031392789e-06,2.9079115518517705e-07,0.0,0.9604423637260038
133,0.0023410845615166095,0.003,0.04838475546612393,0.048408966003273775,0.0,0.00021401873611535518,1.0861302240733444e-06,2.90796639056952e-07,0.0,0.9602567686887049
134,0.002315579246710624,0.003,0.04812046598600874,0.048144544279227305,0.0,0.00021385309525804634,1.0867363664720808e-06,2.9080223770970545e-07,0.0,0.9601104983525359
135,0.0022896159573667094,0.003,0.04784993163387707,0.04787387455838457,0.0,0.00021372254925935218,1.0873689949059637e-06,2.908079399258735e-07,0.0,0.9599941812178868
136,0.0022636471311932916,0.003,0.047577800823422806,0.047601607580390906,0.0,0.00021361872241721814,1.0880252321743853e-06,2.908137297132968e-07,0.0,0.9598975848105762
137,0.002238140577454692,0.003,0.047308990450597145,0.04733266270149087,0.0,0.00021353249418603595,1.0887007864127546e-06,2.90819586872418e-07,0.0,0.9598103072500604
138,0.0022135011548802233,0.003,0.04704786025825429,0.04707140184604634,0.0,0.00021345460748459626,1.089390006254844e-06,2.908254877125558e-07,0.0,0.9597224706102501
139,0.0021900164008815787,0.003,0.04679761105955708,0.04682102742882806,0.0,0.00021337628012808282,1.0900860018907313e-06,2.9083140589465164e-07,0.0,0.9596253493788508
140,0.0021678311278389138,0.003,0.0465599734518708,0.04658327091314951,0.0,0.00021328976065329892,1.0907808444472586e-06,2.908373133878815e-07,0.0,0.9595118803059702
141,0.0021469496133518762,0.003,0.04633518763695552,0.0463583726209618,0.0,0.0002131887804579294,1.0914658549648125e-06,2.90843181532843e-07,0.0,0.9593770174068947
142,0.002127259230705139,0.003,0.046122220574308204,0.04614529899485389,0.0,0.00021306886910087074,1.092131987907308e-06,2.908489822005978e-07,0.0,0.9592179148427954
143,0.0021085669808505463,0.003,0.045919135236310214,0.04594211203796638,0.0,0.00021292751630474902,1.0927703027418465e-06,2.908546890231834e-07,0.0,0.9590339381962242
144,0.002090640341614507,0.003,0.04572352066075519,0.04574639958170693,0.0,0.00021276418029427316,1.093372502215072e-06,2.908602786490835e-07,0.0,0.9588265194164176
145,0.0020732454653595712,0.003,0.04553290530330314,0.045555688845035774,0.0,0.00021258015577878923,1.09393150026403e-06,2.9086573195130417e-07,0.0,0.9585988814963529
146,0.0020561781151275395,0.003,0.0453451002328536,0.04536778980156536,0.0,0.00021237832509089124,1.0944419693485593e-06,2.90871035092706e-07,0.0,0.9583556656502583
147,0.0020392850375728303,0.003,0.04515844370184639,0.04518103987223807,0.0,0.0002121628224253006,1.0949008095247979e-06,2.9087618034025523e-07,0.0,0.9581024968355426
148,0.0020224752722314224,0.003,0.04497193871995538,0.044994441567858416,0.0,0.00021193864405209993,1.0953074820270137e-06,2.9088116652241764e-07,0.0,0.9578455235982459
149,0.0020057220929942414,0.003,0.04478528880105878,0.04480769825395027,0.0,0.0002117112373885283,1.0956641592759977e-06,2.9088599904483697e-07,0.0,0.9575909660922954
150,0.001989057005592912,0.003,0.04459884533923397,0.044621161500419934,0.0,0.00021148609956199075,1.0959756602372586e-06,2.908906894175171e-07,0.0,0.9573447022486633
151,0.001972557680462719,0.003,0.044413485344686914,0.044435708756307625,0.0,0.00021126841216095724,1.0962491626020609e-06,2.908952542971064e-07,0.0,0.9571119167949275
